Timestamp,PID,Comm,Source_IP,Source_Port,Destination_IP,Destination_Port,Sent_Bytes,Received_Bytes
2024-12-11 16:06:00,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,26267,3169
2024-12-11 16:06:01,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,494822,4898
2024-12-11 16:06:02,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,663148,4946
2024-12-11 16:06:03,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,663333,4946
2024-12-11 16:06:03,197537,python3,10.193.121.196,4764,44.196.3.45,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,9372,44.196.3.45,47873,279868,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,32396,44.206.71.62,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,8860,44.196.3.45,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,34444,44.206.71.62,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,9884,44.196.3.45,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,37516,44.206.71.62,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,29324,44.206.71.62,47873,296281,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,37004,44.206.71.62,47873,279868,5469
2024-12-11 16:06:03,197537,python3,10.193.121.196,33932,44.206.71.62,47873,378346,5469
2024-12-11 16:06:04,197537,python3,10.193.121.196,4764,44.196.3.45,47873,513775,52067
2024-12-11 16:06:04,197537,python3,10.193.121.196,9372,44.196.3.45,47873,513775,49171
2024-12-11 16:06:04,197537,python3,10.193.121.196,32396,44.206.71.62,47873,513775,20211
2024-12-11 16:06:04,197537,python3,10.193.121.196,8860,44.196.3.45,47873,513775,48909
2024-12-11 16:06:04,197537,python3,10.193.121.196,9884,44.196.3.45,47873,513775,44827
2024-12-11 16:06:04,197537,python3,10.193.121.196,37516,44.206.71.62,47873,513775,49171
2024-12-11 16:06:04,197537,python3,10.193.121.196,33932,44.206.71.62,47873,513775,53515
2024-12-11 16:06:04,197537,python3,10.193.121.196,37004,44.206.71.62,47873,513775,49078
2024-12-11 16:06:04,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,663448,4946
2024-12-11 16:06:04,197537,python3,10.193.121.196,29324,44.206.71.62,47873,513775,21659
2024-12-11 16:06:05,197537,python3,10.193.121.196,34444,44.206.71.62,47873,513775,5474
2024-12-11 16:06:05,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,949720,4946
2024-12-11 16:06:06,197537,python3,10.193.121.196,34444,44.206.71.62,47873,513775,231619
2024-12-11 16:06:06,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,971477,4946
2024-12-11 16:06:07,197537,python3,10.193.121.196,38028,44.206.71.62,47873,296281,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,40076,44.206.71.62,47873,296281,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,13980,44.196.3.45,47873,279868,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,43148,44.206.71.62,47873,296281,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,16540,44.196.3.45,47873,296281,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,17052,44.196.3.45,47873,345520,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,20124,44.196.3.45,47873,296281,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,20636,44.196.3.45,47873,296281,5469
2024-12-11 16:06:07,197537,python3,10.193.121.196,43660,44.206.71.62,47873,296281,5469
2024-12-11 16:06:07,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,978198,4946
2024-12-11 16:06:08,197537,python3,10.193.121.196,38028,44.206.71.62,47873,513775,43379
2024-12-11 16:06:08,197537,python3,10.193.121.196,40076,44.206.71.62,47873,513775,49171
2024-12-11 16:06:08,197537,python3,10.193.121.196,20124,44.196.3.45,47873,513775,20211
2024-12-11 16:06:08,197537,python3,10.193.121.196,17052,44.196.3.45,47873,513775,20211
2024-12-11 16:06:08,197537,python3,10.193.121.196,13980,44.196.3.45,47873,513775,46275
2024-12-11 16:06:08,197537,python3,10.193.121.196,16540,44.196.3.45,47873,513775,49171
2024-12-11 16:06:08,197537,python3,10.193.121.196,20636,44.196.3.45,47873,513775,5474
2024-12-11 16:06:09,197537,python3,10.193.121.196,43660,44.206.71.62,47873,513775,47461
2024-12-11 16:06:09,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,980125,4946
2024-12-11 16:06:09,197537,python3,10.193.121.196,19623,44.196.3.45,47873,296281,5469
2024-12-11 16:06:09,197537,python3,10.193.121.196,46225,44.206.71.62,47873,345520,5469
2024-12-11 16:06:09,197537,python3,10.193.121.196,20636,44.196.3.45,47873,513775,395265
2024-12-11 16:06:09,197537,python3,10.193.121.196,19623,44.196.3.45,47873,513775,49171
2024-12-11 16:06:10,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,1000339,4946
2024-12-11 16:06:10,197537,python3,10.193.121.196,46225,44.206.71.62,47873,513775,47984
2024-12-11 16:06:11,197537,python3,10.193.121.196,47761,44.206.71.62,47873,296281,5469
2024-12-11 16:06:11,197537,python3,10.193.121.196,22183,44.196.3.45,47873,296281,5469
2024-12-11 16:06:11,197537,python3,10.193.121.196,29351,44.196.3.45,47873,296281,5469
2024-12-11 16:06:11,197537,python3,10.193.121.196,25255,44.196.3.45,47873,345520,5469
2024-12-11 16:06:11,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,1009266,4946
2024-12-11 16:06:11,197537,python3,10.193.121.196,50321,44.206.71.62,47873,279868,5469
2024-12-11 16:06:11,197537,python3,10.193.121.196,32423,44.196.3.45,47873,228232,5469
2024-12-11 16:06:11,197537,python3,10.193.121.196,36519,44.196.3.45,47873,298200,5469
