Timestamp,Source_IP,Source_Port,Destination_IP,Destination_Port,TGID,Comm,Delay_us
2024-12-11 16:06:12.970933146,10.193.121.196,3730,44.206.71.62,443,197542,python3,226640177
2024-12-11 16:06:13.152076570,10.193.121.196,7826,44.206.71.62,443,197538,python3,230352716
2024-12-11 16:06:13.323010806,10.193.121.196,10898,44.206.71.62,443,197547,python3,231739186
2024-12-11 16:06:13.587628539,10.193.121.196,39591,44.196.3.45,443,197545,python3,227664260
2024-12-11 16:06:14.135906948,10.193.121.196,11410,44.206.71.62,443,197546,python3,230925336
2024-12-11 16:06:14.292632726,10.193.121.196,12434,44.206.71.62,443,197541,python3,226102759
2024-12-11 16:06:16.191279248,10.193.121.196,728,44.196.3.45,443,197540,python3,237142955
2024-12-11 16:06:16.535293095,10.193.121.196,2264,44.196.3.45,443,197539,python3,231069560
2024-12-11 16:06:16.723563200,10.193.121.196,48874,44.206.71.62,443,197544,python3,233542261
2024-12-11 16:06:16.759122123,10.193.121.196,5336,44.196.3.45,443,197542,python3,231657704
2024-12-11 16:06:16.910992666,10.193.121.196,6872,44.196.3.45,443,197538,python3,229103160
2024-12-11 16:06:17.172826366,10.193.121.196,49898,44.206.71.62,443,197547,python3,230603863
2024-12-11 16:06:17.471039949,10.193.121.196,9944,44.196.3.45,443,197543,python3,231772650
2024-12-11 16:06:17.882228585,10.193.121.196,51434,44.206.71.62,443,197545,python3,234741351
2024-12-11 16:06:17.944818128,10.193.121.196,11992,44.196.3.45,443,197546,python3,227194049
2024-12-11 16:06:18.022801822,10.193.121.196,55530,44.206.71.62,443,197541,python3,223652857
2024-12-11 16:06:19.993112750,10.193.121.196,15064,44.196.3.45,443,197540,python3,227022300
2024-12-11 16:06:20.347110153,10.193.121.196,15576,44.196.3.45,443,197539,python3,227189647
2024-12-11 16:06:20.517024427,10.193.121.196,19160,44.196.3.45,443,197544,python3,226379096
2024-12-11 16:06:20.912805301,10.193.121.196,59626,44.206.71.62,443,197538,python3,224302165
2024-12-11 16:06:21.068384195,10.193.121.196,19672,44.196.3.45,443,197542,python3,227790926
2024-12-11 16:06:21.200380563,10.193.121.196,21208,44.196.3.45,443,197547,python3,230218784
2024-12-11 16:06:21.682984218,10.193.121.196,61162,44.206.71.62,443,197546,python3,222757008
2024-12-11 16:06:21.757187210,10.193.121.196,21720,44.196.3.45,443,197543,python3,230695069
2024-12-11 16:06:21.759598080,10.193.121.196,23256,44.196.3.45,443,197545,python3,227613426
2024-12-11 16:06:21.769352546,10.193.121.196,62698,44.206.71.62,443,197541,python3,223805095
2024-12-11 16:06:23.748058654,10.193.121.196,63722,44.206.71.62,443,197540,python3,226146622
2024-12-11 16:06:24.117945935,10.193.121.196,747,44.206.71.62,443,197539,python3,223632570
2024-12-11 16:06:24.271971956,10.193.121.196,23768,44.196.3.45,443,197544,python3,225898626
2024-12-11 16:06:24.681352916,10.193.121.196,4843,44.206.71.62,443,197538,python3,227595419
2024-12-11 16:06:24.872037116,10.193.121.196,8427,44.206.71.62,443,197542,python3,247073017
2024-12-11 16:06:25.017536419,10.193.121.196,11499,44.206.71.62,443,197547,python3,237410749
2024-12-11 16:06:25.573129180,10.193.121.196,24280,44.196.3.45,443,197545,python3,226400382
2024-12-11 16:06:25.613792414,10.193.121.196,27864,44.196.3.45,443,197543,python3,227553941
2024-12-11 16:06:25.834830278,10.193.121.196,28888,44.196.3.45,443,197546,python3,228096462
2024-12-11 16:06:26.325800294,10.193.121.196,60124,44.206.71.62,443,197541,python3,238110405
2024-12-11 16:06:27.523914281,10.193.121.196,1253,44.196.3.45,443,197540,python3,233164112
2024-12-11 16:06:27.963999726,10.193.121.196,60636,44.206.71.62,443,197539,python3,286486217
2024-12-11 16:06:28.316246980,10.193.121.196,61148,44.206.71.62,443,197544,python3,232646791
2024-12-11 16:06:28.760796100,10.193.121.196,62172,44.206.71.62,443,197542,python3,229962526
2024-12-11 16:06:28.855554726,10.193.121.196,2277,44.196.3.45,443,197538,python3,227377768
2024-12-11 16:06:28.857164982,10.193.121.196,64220,44.206.71.62,443,197547,python3,230564903
2024-12-11 16:06:29.986721011,10.193.121.196,2269,44.206.71.62,443,197546,python3,228311048
2024-12-11 16:06:30.262055547,10.193.121.196,3805,44.206.71.62,443,197541,python3,227243443
2024-12-11 16:06:30.364218904,10.193.121.196,7389,44.206.71.62,443,197543,python3,228524284
2024-12-11 16:06:30.718554757,10.193.121.196,6373,44.196.3.45,443,197545,python3,231945699
