TGID,Kids Length,Total Percent
3636,1,75.000000
7183,54,60.000000
3649,1,41.000000
7712,26,10.000000
3636,1,54.000000
727,16,90.000000
7183,54,0.000000
7712,26,0.000000
7183,54,70.000000
7712,26,40.000000
3636,1,37.000000
7183,54,40.000000
7183,54,40.000000
3636,1,11.000000
7183,54,40.000000
7712,26,0.000000
3636,1,73.000000
7183,54,0.000000
3649,1,0.000000
4486,2,122.000000
7183,54,20.000000
4486,2,176.000000
3649,1,31.000000
3636,1,25.000000
7712,26,30.000000
7183,54,0.000000
7712,26,62.000000
3636,1,34.000000
7183,54,83.000000
3649,1,60.000000
3636,1,44.000000
7183,54,70.000000
7712,26,31.000000
3649,1,51.000000
3636,1,69.000000
4486,2,137.000000
7183,55,97.000000
727,16,90.000000
7183,55,20.000000
7712,26,0.000000
3636,1,12.000000
3649,1,62.000000
7183,55,70.000000
7183,55,70.000000
7183,55,70.000000
3636,1,60.000000
7712,26,52.000000
3636,1,11.000000
7183,55,10.000000
3649,1,61.000000
7183,55,60.000000
3636,1,73.000000
7712,26,41.000000
7183,55,73.000000
7712,26,62.000000
3649,1,10.000000
3636,1,77.000000
3649,1,62.000000
7183,55,60.000000
3649,1,0.000000
3636,1,73.000000
7712,26,20.000000
3649,1,54.000000
4486,2,20.000000
4486,2,251.000000
4926,15,34.000000
7183,55,50.000000
3636,1,76.000000
3649,1,0.000000
7712,25,62.000000
3649,1,61.000000
7183,55,60.000000
7712,25,73.000000
3636,1,89.000000
3649,1,0.000000
3649,1,62.000000
4486,2,130.000000
7183,55,60.000000
3649,1,10.000000
3636,1,64.000000
7712,25,50.000000
4486,2,133.000000
3649,1,79.000000
7712,25,40.000000
7183,55,30.000000
3636,1,35.000000
3649,1,51.000000
7183,55,74.000000
3636,1,51.000000
7183,55,10.000000
3649,1,54.000000
7183,55,70.000000
7712,25,52.000000
3636,1,78.000000
7183,55,30.000000
7712,25,31.000000
7712,25,64.000000
3636,1,43.000000
7183,55,20.000000
7712,25,10.000000
3636,1,10.000000
7712,25,10.000000
7183,55,10.000000
3636,1,0.000000
7183,55,20.000000
7712,26,10.000000
3636,1,70.000000
7712,26,30.000000
7183,55,40.000000
3636,1,0.000000
7712,26,20.000000
7183,55,30.000000
7183,55,20.000000
727,16,91.000000
727,16,92.000000
7183,54,60.000000
7712,26,0.000000
3649,1,0.000000
3636,1,12.000000
7183,54,60.000000
7712,26,20.000000
3636,1,12.000000
3649,1,71.000000
3636,1,73.000000
7183,54,50.000000
3636,1,99.000000
3649,1,60.000000
7712,26,60.000000
7183,54,70.000000
3636,1,78.000000
3649,1,61.000000
7712,26,50.000000
7183,54,50.000000
7183,54,33.000000
3636,1,73.000000
3649,1,51.000000
7712,26,70.000000
7183,54,73.000000
3636,1,54.000000
7712,26,63.000000
3649,1,20.000000
7183,54,71.000000
3649,1,23.000000
3636,1,36.000000
7712,26,51.000000
7183,54,70.000000
4486,2,60.000000
4486,2,60.000000
3636,1,56.000000
3649,1,40.000000
7712,26,61.000000
4486,3,91.000000
7183,54,60.000000
7183,54,30.000000
7712,26,64.000000
7183,54,60.000000
3636,1,0.000000
7183,54,0.000000
7712,26,30.000000
7183,54,50.000000
7183,54,50.000000
7712,26,30.000000
7183,54,51.000000
7712,26,50.000000
7183,54,50.000000
3636,1,50.000000
7712,26,44.000000
7183,54,60.000000
7712,26,90.000000
7712,26,51.000000
7183,54,0.000000
7183,54,60.000000
7712,26,51.000000
7183,54,30.000000
7712,26,52.000000
3636,1,30.000000
7183,54,50.000000
3649,1,20.000000
3636,1,57.000000
7712,26,53.000000
3636,1,70.000000
7183,54,50.000000
7712,26,0.000000
3636,1,0.000000
3649,1,0.000000
3636,1,69.000000
7183,54,40.000000
7712,26,69.000000
3649,1,10.000000
3636,1,71.000000
3636,1,78.000000
7712,26,20.000000
7183,54,20.000000
3636,1,45.000000
3649,1,0.000000
7712,26,20.000000
7183,54,30.000000
3649,1,20.000000
3636,1,60.000000
7712,26,30.000000
7183,54,10.000000
3636,1,0.000000
4486,3,20.000000
4486,3,143.000000
7183,54,20.000000
7712,26,20.000000
3636,1,21.000000
3649,1,0.000000
7183,54,40.000000
3636,1,51.000000
7712,26,20.000000
3649,1,21.000000
3636,1,23.000000
3636,1,0.000000
3636,1,49.000000
3636,1,32.000000
7183,54,30.000000
3636,1,21.000000
7183,54,10.000000
7183,55,70.000000
7712,26,10.000000
7712,26,0.000000
7183,55,20.000000
7712,26,10.000000
3636,1,39.000000
7183,55,40.000000
7712,26,106.000000
3649,1,30.000000
3636,1,11.000000
7183,55,0.000000
7712,26,30.000000
7183,55,40.000000
7712,26,59.000000
7183,55,72.000000
3636,1,40.000000
3636,1,80.000000
7712,26,70.000000
7183,55,10.000000
7183,55,0.000000
3636,1,40.000000
7712,26,0.000000
7183,55,40.000000
3636,1,58.000000
4486,3,20.000000
7712,26,10.000000
7183,55,40.000000
7712,26,50.000000
4486,3,0.000000
7183,55,30.000000
3636,1,70.000000
7712,26,30.000000
7183,55,40.000000
7183,55,40.000000
7712,26,30.000000
7183,55,40.000000
4486,3,153.000000
7183,55,40.000000
3636,1,40.000000
3636,1,11.000000
3649,1,10.000000
7712,26,10.000000
7183,55,50.000000
7712,26,42.000000
3636,1,0.000000
7183,55,70.000000
3636,1,80.000000
3649,1,51.000000
7183,55,62.000000
3649,1,60.000000
3636,1,61.000000
7183,55,50.000000
3636,1,36.000000
7712,26,52.000000
3649,1,21.000000
3636,1,60.000000
7183,55,30.000000
7712,26,33.000000
7183,55,51.000000
3636,1,21.000000
3649,1,20.000000
7712,26,31.000000
7183,55,60.000000
3636,1,73.000000
3649,1,33.000000
7712,26,20.000000
3636,1,59.000000
7183,55,30.000000
7712,26,10.000000
7183,55,20.000000
7712,26,60.000000
3636,1,0.000000
3649,1,0.000000
7183,55,70.000000
3636,1,61.000000
3649,1,60.000000
3636,1,11.000000
7712,26,41.000000
7183,55,73.000000
3649,1,61.000000
3636,1,90.000000
7712,26,20.000000
7183,55,30.000000
7712,26,30.000000
7183,55,70.000000
3649,1,65.000000
3636,1,83.000000
7712,26,54.000000
7183,55,20.000000
7712,26,30.000000
7712,26,0.000000
3636,1,0.000000
4486,3,20.000000
4486,3,120.000000
3636,1,12.000000
7183,55,10.000000
7183,55,30.000000
7712,26,65.000000
7183,55,86.000000
3649,1,0.000000
3636,1,71.000000
3636,1,11.000000
7183,55,70.000000
3649,1,0.000000
7712,26,10.000000
3636,1,75.000000
7712,26,0.000000
7183,55,70.000000
3636,1,75.000000
3649,1,64.000000
7712,26,41.000000
7183,54,30.000000
7712,26,87.000000
7183,54,61.000000
3649,1,61.000000
3636,1,70.000000
727,16,92.000000
7712,26,51.000000
7183,54,0.000000
7712,26,20.000000
7183,54,30.000000
3636,1,30.000000
3649,1,0.000000
7712,26,0.000000
7183,54,20.000000
7712,26,20.000000
7183,54,40.000000
3636,1,11.000000
7183,54,0.000000
7712,26,20.000000
7183,54,40.000000
7712,26,50.000000
7183,54,40.000000
7183,54,0.000000
7712,26,10.000000
7183,54,62.000000
3636,1,22.000000
3649,1,60.000000
3636,1,51.000000
7183,54,40.000000
3649,1,33.000000
3636,1,73.000000
7712,26,20.000000
4486,3,20.000000
7183,54,30.000000
4486,3,280.000000
7712,26,32.000000
3649,1,20.000000
3636,1,52.000000
7183,54,50.000000
7183,54,10.000000
7712,26,20.000000
7712,26,80.000000
7183,54,60.000000
3636,1,11.000000
3649,1,31.000000
3636,1,41.000000
7183,54,40.000000
3636,1,58.000000
7183,54,40.000000
7712,27,50.000000
3649,1,30.000000
3636,1,49.000000
7183,54,62.000000
3649,1,30.000000
7712,27,0.000000
3636,1,42.000000
7183,54,30.000000
3636,1,68.000000
7183,54,20.000000
7712,27,20.000000
3636,1,53.000000
7183,54,50.000000
3649,1,30.000000
7712,27,30.000000
3636,1,66.000000
7712,27,63.000000
3636,1,22.000000
7183,54,20.000000
7712,27,20.000000
3636,1,50.000000
7183,54,50.000000
7712,27,10.000000
7183,54,30.000000
7712,27,30.000000
3636,1,22.000000
3636,1,11.000000
7183,54,0.000000
3636,1,22.000000
727,16,90.000000
3649,1,0.000000
3636,1,89.000000
3649,1,80.000000
3649,1,67.000000
3636,1,26.000000
7183,54,20.000000
3636,1,76.000000
3636,1,22.000000
7183,54,40.000000
3649,1,31.000000
7712,27,10.000000
3636,1,53.000000
3636,1,55.000000
7183,54,0.000000
4486,3,20.000000
7712,27,90.000000
7183,54,50.000000
7712,27,10.000000
7183,54,30.000000
7183,54,60.000000
7712,27,30.000000
3636,1,75.000000
3649,1,31.000000
7712,27,20.000000
7183,54,10.000000
3636,1,37.000000
7712,27,0.000000
7183,54,10.000000
3636,1,10.000000
7712,27,50.000000
7183,54,50.000000
7712,27,90.000000
3636,1,14.000000
7183,54,40.000000
7183,54,20.000000
7712,27,0.000000
3636,1,37.000000
7712,27,30.000000
7183,54,30.000000
7183,54,10.000000
3636,1,0.000000
3649,1,10.000000
3636,1,76.000000
7712,27,82.000000
7183,54,50.000000
7183,55,48.000000
7712,27,20.000000
7183,55,40.000000
7712,27,30.000000
7183,55,10.000000
3636,1,0.000000
3649,1,0.000000
3636,1,28.000000
7183,55,0.000000
3636,1,86.000000
3649,1,10.000000
7712,27,40.000000
3636,1,50.000000
7183,55,20.000000
3649,1,0.000000
3649,1,43.000000
3636,1,0.000000
7183,55,70.000000
7712,27,31.000000
7712,27,31.000000
3649,1,10.000000
3636,1,35.000000
7712,27,10.000000
7183,55,40.000000
3636,1,30.000000
4486,3,20.000000
4486,3,20.000000
4486,3,216.000000
4486,3,0.000000
7183,55,40.000000
3636,1,31.000000
7712,26,40.000000
7183,55,40.000000
7183,55,40.000000
3636,1,35.000000
3649,1,51.000000
7183,55,40.000000
3649,1,0.000000
7183,55,41.000000
3636,1,60.000000
3649,1,30.000000
7712,26,30.000000
7183,55,60.000000
7183,55,50.000000
3636,1,66.000000
3649,1,30.000000
7712,26,20.000000
7183,55,60.000000
3636,1,71.000000
3649,1,20.000000
7183,55,50.000000
3636,1,59.000000
3649,1,20.000000
7183,55,40.000000
7712,26,10.000000
3636,1,0.000000
7183,55,30.000000
7712,26,20.000000
3649,1,0.000000
3636,1,21.000000
7183,55,70.000000
7712,26,50.000000
7183,55,50.000000
3636,1,0.000000
7712,26,42.000000
7183,55,60.000000
7712,26,51.000000
3649,1,10.000000
3636,1,30.000000
7183,55,30.000000
7712,26,30.000000
3636,1,42.000000
3649,1,40.000000
4486,3,20.000000
4486,3,21.000000
4486,3,150.000000
7183,55,43.000000
7712,25,60.000000
3636,1,77.000000
3649,1,60.000000
7183,55,82.000000
7183,55,53.000000
3649,1,60.000000
7712,25,38.000000
3636,1,71.000000
7183,55,70.000000
7183,55,42.000000
7712,25,40.000000
3636,1,80.000000
3649,1,54.000000
7183,55,81.000000
7712,25,25.000000
3636,1,34.000000
3649,1,20.000000
7183,55,82.000000
7712,25,52.000000
3636,1,61.000000
3649,1,50.000000
3636,1,59.000000
3649,1,21.000000
7183,55,72.000000
7712,25,41.000000
7712,25,41.000000
3636,1,31.000000
7183,54,20.000000
3649,1,69.000000
7183,54,10.000000
7183,54,10.000000
7712,25,50.000000
7183,54,70.000000
3649,1,10.000000
3636,1,40.000000
7712,25,32.000000
7183,54,50.000000
3649,1,30.000000
7712,25,41.000000
7183,54,61.000000
3636,1,41.000000
4486,3,20.000000
3649,1,33.000000
7712,25,10.000000
7183,54,40.000000
7712,25,10.000000
7183,54,40.000000
7183,54,40.000000
7712,25,51.000000
7183,54,60.000000
7183,54,20.000000
7712,25,20.000000
3636,1,58.000000
7183,54,40.000000
3649,1,52.000000
7712,25,52.000000
7183,54,60.000000
3636,1,67.000000
7183,54,40.000000
3636,1,30.000000
7712,25,30.000000
3636,1,46.000000
777,1,144.000000
7183,54,40.000000
7183,54,40.000000
3636,1,26.000000
3636,1,34.000000
7183,54,30.000000
7712,25,40.000000
7183,54,60.000000
3636,1,0.000000
3636,1,78.000000
7183,54,30.000000
3636,1,90.000000
3649,1,10.000000
7183,54,20.000000
727,16,92.000000
7183,54,30.000000
3636,1,20.000000
3636,1,63.000000
7183,54,40.000000
7712,25,20.000000
7183,54,61.000000
7712,25,41.000000
7183,54,60.000000
7712,25,31.000000
3636,1,11.000000
7183,54,50.000000
7183,54,50.000000
7712,25,40.000000
3636,1,32.000000
7183,54,30.000000
7712,25,30.000000
7183,54,30.000000
7712,26,20.000000
7183,54,40.000000
7712,26,20.000000
3636,1,41.000000
3649,1,0.000000
7183,54,71.000000
3649,1,51.000000
4486,3,20.000000
3636,1,33.000000
7183,54,60.000000
7712,26,41.000000
3636,1,66.000000
3636,1,29.000000
3636,1,14.000000
7183,54,20.000000
7712,26,84.000000
3649,1,10.000000
3636,1,76.000000
7183,54,90.000000
3649,1,63.000000
7183,54,20.000000
3636,1,0.000000
3649,1,0.000000
7712,26,42.000000
3636,1,80.000000
7183,54,84.000000
3649,1,65.000000
7183,54,54.000000
3636,1,55.000000
3649,1,30.000000
7712,26,52.000000
7183,54,41.000000
3636,1,58.000000
3649,1,32.000000
7712,26,51.000000
7183,55,108.000000
3649,1,30.000000
7712,26,53.000000
3636,1,24.000000
7183,55,82.000000
727,16,93.000000
3649,1,58.000000
3636,1,65.000000
4926,15,90.000000
7183,55,10.000000
3636,1,22.000000
7712,26,10.000000
7183,55,82.000000
3649,1,56.000000
7712,26,70.000000
3636,1,75.000000
3649,1,40.000000
7712,26,80.000000
7183,55,53.000000
3636,1,60.000000
3649,1,61.000000
7183,55,40.000000
3636,1,81.000000
7712,26,42.000000
3649,1,55.000000
7183,55,72.000000
3636,1,45.000000
7712,26,50.000000
3649,1,0.000000
7712,26,81.000000
7183,55,73.000000
3649,1,43.000000
3636,1,50.000000
4486,3,20.000000
4486,3,20.000000
3649,1,70.000000
4486,3,153.000000
3636,1,20.000000
3636,1,80.000000
7183,55,62.000000
7712,26,42.000000
3649,1,11.000000
3649,1,50.000000
3636,1,78.000000
7183,55,10.000000
3636,1,21.000000
3636,1,56.000000
4486,3,0.000000
7712,26,10.000000
7183,55,10.000000
3636,1,65.000000
3649,1,60.000000
7183,55,70.000000
7712,26,30.000000
3636,1,40.000000
7183,55,10.000000
3649,1,0.000000
7712,26,0.000000
3636,1,79.000000
7183,55,83.000000
7712,26,77.000000
3649,1,47.000000
7183,55,40.000000
7712,26,10.000000
3636,1,77.000000
7712,26,111.000000
7183,55,40.000000
3649,1,10.000000
7183,55,51.000000
7712,26,49.000000
3649,1,20.000000
3636,1,10.000000
727,16,91.000000
3636,1,0.000000
7183,55,10.000000
7712,26,0.000000
7183,55,30.000000
7712,26,20.000000
4486,3,0.000000
7712,26,0.000000
7183,55,0.000000
7183,55,0.000000
7183,55,70.000000
3636,1,77.000000
3649,1,62.000000
7712,26,40.000000
3649,1,60.000000
7183,55,60.000000
3636,1,73.000000
7712,26,41.000000
7712,26,51.000000
7183,55,62.000000
3649,1,50.000000
3636,1,60.000000
7712,26,0.000000
7183,55,10.000000
3649,1,0.000000
3636,1,0.000000
7183,55,60.000000
7712,26,49.000000
3649,1,50.000000
3636,1,64.000000
4486,4,20.000000
7712,26,42.000000
7183,55,40.000000
3649,1,0.000000
4486,4,30.000000
7712,26,40.000000
7183,55,60.000000
3649,1,31.000000
3636,1,53.000000
7183,55,60.000000
7712,26,31.000000
3649,1,20.000000
3636,1,42.000000
7712,26,70.000000
3636,1,74.000000
7183,55,10.000000
7712,26,20.000000
7712,26,51.000000
7183,55,60.000000
3636,1,83.000000
3649,1,33.000000
7183,55,50.000000
3636,1,78.000000
7712,26,20.000000
3649,1,30.000000
7712,26,67.000000
3649,1,66.000000
7183,55,60.000000
3636,1,89.000000
7712,26,10.000000
7712,26,61.000000
7183,55,60.000000
3636,1,84.000000
3649,1,32.000000
7712,27,56.000000
7183,55,40.000000
3649,1,10.000000
7712,27,20.000000
7183,55,20.000000
3636,1,61.000000
7183,55,73.000000
3649,1,61.000000
7712,27,40.000000
3636,1,31.000000
7183,55,30.000000
3636,1,50.000000
7183,55,70.000000
7712,27,51.000000
3649,1,63.000000
3636,1,73.000000
7183,53,10.000000
7712,27,32.000000
7183,52,41.000000
3636,1,80.000000
7183,52,258.000000
7712,27,62.000000
3649,1,73.000000
7183,52,30.000000
7712,27,0.000000
3649,1,0.000000
7712,27,70.000000
3636,1,75.000000
7183,52,70.000000
3649,1,62.000000
7712,27,20.000000
7183,52,40.000000
7712,27,20.000000
7183,52,30.000000
7712,27,81.000000
3636,1,59.000000
7183,52,71.000000
3649,1,61.000000
7712,27,82.000000
3636,1,61.000000
7183,52,72.000000
3649,1,61.000000
4486,3,20.000000
4486,3,141.000000
7712,27,0.000000
7183,52,40.000000
3636,1,60.000000
3649,1,0.000000
7712,27,50.000000
3649,1,66.000000
7183,52,31.000000
3649,1,0.000000
7712,27,69.000000
3636,1,62.000000
3649,1,70.000000
7183,52,71.000000
3636,1,46.000000
7183,55,60.000000
3636,1,70.000000
7183,54,10.000000
3636,1,25.000000
3636,1,82.000000
7183,54,0.000000
7712,28,0.000000
3636,1,10.000000
7712,28,94.000000
7183,55,81.000000
3636,1,60.000000
3649,1,50.000000
3636,1,89.000000
3649,1,63.000000
7183,55,62.000000
7712,28,40.000000
3636,1,22.000000
3636,1,33.000000
3636,1,21.000000
4486,3,20.000000
7712,28,40.000000
7712,28,40.000000
3649,1,11.000000
7183,55,20.000000
3636,1,0.000000
3636,1,66.000000
3649,1,62.000000
7183,55,30.000000
7712,28,40.000000
7183,56,40.000000
3636,1,11.000000
3649,1,60.000000
3636,1,73.000000
7183,55,30.000000
7712,28,30.000000
7183,55,40.000000
7712,28,0.000000
7183,55,10.000000
3636,1,68.000000
3649,1,64.000000
7183,55,70.000000
7712,28,41.000000
7183,55,10.000000
3636,1,65.000000
3649,1,60.000000
7183,55,70.000000
7712,28,40.000000
7712,28,62.000000
7183,55,60.000000
3636,1,66.000000
3649,1,30.000000
7712,28,94.000000
7183,55,73.000000
3636,1,76.000000
3649,1,34.000000
7712,28,30.000000
7183,55,20.000000
7712,28,70.000000
7183,55,70.000000
3636,1,0.000000
3649,1,30.000000
3636,1,74.000000
3636,1,56.000000
7183,55,10.000000
7183,55,72.000000
7712,28,30.000000
3649,1,32.000000
3636,1,63.000000
3636,1,51.000000
7183,55,0.000000
7712,27,72.000000
3636,1,76.000000
7183,55,61.000000
3649,1,30.000000
7183,55,10.000000
4486,3,81.000000
3649,1,78.000000
7712,27,65.000000
3636,1,69.000000
7183,55,70.000000
4486,2,80.000000
7183,55,0.000000
7712,27,20.000000
7712,27,31.000000
7183,55,70.000000
3636,1,58.000000
3649,1,60.000000
7183,55,60.000000
3636,1,71.000000
3649,1,51.000000
7712,27,0.000000
3636,1,52.000000
7183,55,40.000000
3649,1,0.000000
7712,26,40.000000
3636,1,13.000000
7183,55,10.000000
3636,1,21.000000
3649,1,10.000000
7712,26,32.000000
7183,55,71.000000
3636,1,74.000000
3649,1,66.000000
7183,55,60.000000
3649,1,61.000000
3636,1,63.000000
7712,26,51.000000
7183,55,60.000000
3649,1,61.000000
3636,1,60.000000
7183,55,0.000000
7712,26,20.000000
7183,55,60.000000
3649,1,60.000000
3636,1,61.000000
7183,55,30.000000
7183,55,40.000000
7712,26,80.000000
7183,55,40.000000
3649,1,10.000000
4486,3,20.000000
3636,1,59.000000
7183,55,61.000000
4486,4,0.000000
3636,1,41.000000
7183,54,20.000000
3649,1,0.000000
3636,1,69.000000
7712,26,20.000000
7183,54,40.000000
3636,1,35.000000
7183,54,20.000000
7712,26,21.000000
7183,54,40.000000
3636,1,0.000000
3649,1,10.000000
3636,1,55.000000
7183,54,30.000000
7712,26,10.000000
3636,1,30.000000
3636,1,20.000000
7712,26,50.000000
7183,54,10.000000
3636,1,63.000000
7183,54,20.000000
7712,26,0.000000
7712,27,30.000000
7183,54,0.000000
3636,1,0.000000
7183,54,0.000000
3636,1,20.000000
3649,1,0.000000
7712,27,0.000000
7183,54,60.000000
7712,27,50.000000
3649,1,0.000000
7183,53,30.000000
7183,53,30.000000
7712,27,30.000000
3636,1,0.000000
7712,27,81.000000
3636,1,10.000000
3636,1,22.000000
7712,27,64.000000
7183,53,60.000000
3636,1,44.000000
3649,1,31.000000
7712,27,30.000000
7183,53,20.000000
3636,1,10.000000
7712,27,20.000000
4486,4,106.000000
7183,53,60.000000
3636,1,54.000000
3649,1,50.000000
7712,27,62.000000
4486,4,174.000000
7183,53,62.000000
7712,27,81.000000
3636,1,68.000000
3649,1,30.000000
7183,53,0.000000
7183,53,20.000000
7712,27,10.000000
3636,1,79.000000
7183,53,51.000000
3649,1,30.000000
7712,27,30.000000
7183,53,30.000000
7183,53,30.000000
7712,27,55.000000
7183,53,10.000000
7183,53,10.000000
7712,27,10.000000
7183,53,60.000000
3649,1,0.000000
3636,1,15.000000
7183,53,20.000000
7712,27,30.000000
3636,1,20.000000
4486,4,0.000000
7183,53,20.000000
3636,1,0.000000
7712,27,20.000000
7183,53,50.000000
3636,1,30.000000
7712,27,0.000000
7183,53,10.000000
7183,53,30.000000
7712,27,10.000000
3636,1,20.000000
7183,53,60.000000
7712,27,43.000000
3636,1,68.000000
3649,1,20.000000
7183,53,60.000000
7712,27,0.000000
3636,1,70.000000
4486,4,0.000000
7183,53,0.000000
7712,27,42.000000
3636,1,10.000000
7183,53,50.000000
3649,1,30.000000
3636,1,40.000000
7183,53,0.000000
3636,1,42.000000
7712,27,30.000000
7183,53,40.000000
7183,53,40.000000
7183,53,60.000000
7712,27,30.000000
3636,1,40.000000
3636,1,83.000000
7183,53,61.000000
4486,4,20.000000
4486,4,0.000000
727,16,93.000000
7183,55,23.000000
4486,4,30.000000
4486,4,30.000000
4486,4,30.000000
4486,4,32.000000
4486,4,240.000000
4926,15,70.000000
7712,25,10.000000
7183,55,71.000000
3636,1,69.000000
7712,25,51.000000
3649,1,20.000000
7183,55,61.000000
3636,1,57.000000
3649,1,50.000000
7712,25,50.000000
3636,1,56.000000
7712,25,41.000000
7183,55,0.000000
4486,2,30.000000
3636,1,40.000000
7183,55,10.000000
7712,25,20.000000
7183,55,60.000000
3636,1,10.000000
7183,55,0.000000
7712,25,20.000000
7183,55,50.000000
7712,25,31.000000
7183,55,10.000000
7183,55,10.000000
7712,25,10.000000
7183,55,60.000000
3636,1,30.000000
7183,55,20.000000
3636,1,83.000000
7183,55,20.000000
3636,1,56.000000
3649,1,30.000000
7183,55,20.000000
3636,1,51.000000
3636,1,30.000000
7712,26,51.000000
7183,54,50.000000
3636,1,0.000000
7712,26,0.000000
3636,1,11.000000
7712,26,40.000000
7183,54,0.000000
7712,26,30.000000
7183,54,50.000000
4486,2,30.000000
7183,54,20.000000
4486,2,22.000000
3636,1,10.000000
3636,1,11.000000
7712,26,42.000000
7183,54,20.000000
3636,1,84.000000
7183,54,83.000000
3649,1,66.000000
7712,26,20.000000
7183,54,20.000000
3636,1,12.000000
7712,26,0.000000
3636,1,78.000000
7183,54,82.000000
3649,1,75.000000
7712,26,61.000000
7712,26,80.000000
3636,1,70.000000
7183,54,50.000000
3649,1,30.000000
7183,54,40.000000
7712,26,30.000000
3636,1,0.000000
3649,1,0.000000
7183,54,50.000000
7712,26,40.000000
3636,1,20.000000
727,16,93.000000
7183,54,60.000000
7712,26,30.000000
7712,26,70.000000
7183,54,60.000000
3636,1,20.000000
7712,26,47.000000
7183,54,40.000000
3636,1,75.000000
7183,54,30.000000
7712,26,20.000000
7712,26,30.000000
7183,54,30.000000
3636,1,20.000000
3636,1,82.000000
7712,26,20.000000
7183,54,20.000000
7712,26,20.000000
7183,54,20.000000
4486,2,31.000000
3636,1,10.000000
7183,54,60.000000
3649,1,11.000000
7712,26,30.000000
3636,1,72.000000
3649,1,51.000000
3636,1,71.000000
3649,1,23.000000
7183,54,10.000000
7183,54,40.000000
3636,1,31.000000
7712,26,10.000000
7183,54,30.000000
7712,26,30.000000
7183,54,40.000000
3649,1,10.000000
3636,1,49.000000
7712,26,10.000000
7183,54,40.000000
3649,1,11.000000
3636,1,40.000000
7712,26,20.000000
7183,54,60.000000
3649,1,0.000000
7712,26,42.000000
3636,1,26.000000
7183,54,50.000000
3649,1,30.000000
7183,54,0.000000
3636,1,63.000000
7712,26,30.000000
7183,54,50.000000
7712,26,70.000000
7183,54,20.000000
3636,1,0.000000
7712,26,91.000000
7183,54,10.000000
7183,55,62.000000
3636,1,0.000000
7183,55,50.000000
7712,26,0.000000
3636,1,30.000000
3649,1,21.000000
3636,1,11.000000
7183,55,0.000000
7183,55,0.000000
7712,26,10.000000
3636,1,42.000000
7183,55,40.000000
3649,1,10.000000
7712,26,84.000000
7183,55,21.000000
7183,55,70.000000
3636,1,71.000000
3649,1,60.000000
3636,1,0.000000
7183,55,0.000000
7712,26,30.000000
7183,55,70.000000
3636,1,70.000000
3649,1,65.000000
4486,4,30.000000
4486,4,24.000000
3636,1,53.000000
7183,55,30.000000
3649,1,0.000000
3636,1,49.000000
7712,26,41.000000
3649,1,60.000000
7183,55,70.000000
3636,1,60.000000
7183,55,20.000000
3649,1,0.000000
7712,26,40.000000
3649,1,74.000000
7183,55,72.000000
3636,1,99.000000
7712,26,20.000000
3636,1,44.000000
7183,55,0.000000
7712,26,40.000000
7183,55,73.000000
3649,1,10.000000
3636,1,21.000000
3636,1,46.000000
3636,1,57.000000
3636,1,67.000000
7712,26,0.000000
7183,55,40.000000
3649,1,10.000000
7712,26,20.000000
7183,55,40.000000
727,16,92.000000
7712,26,10.000000
7183,55,40.000000
7712,26,30.000000
7183,55,10.000000
7712,26,58.000000
3636,1,33.000000
7183,55,50.000000
7712,26,30.000000
3636,1,21.000000
3649,1,21.000000
7183,55,20.000000
3636,1,0.000000
7183,55,30.000000
7712,26,40.000000
3636,1,50.000000
3649,1,21.000000
7183,55,20.000000
3636,1,78.000000
3636,1,83.000000
7183,55,40.000000
7183,55,40.000000
7712,26,20.000000
3636,1,50.000000
3636,1,78.000000
3649,1,22.000000
3636,1,46.000000
7712,26,22.000000
4486,4,30.000000
3649,1,41.000000
7183,55,60.000000
3636,1,70.000000
7183,55,20.000000
7712,26,30.000000
3636,1,22.000000
7183,55,20.000000
7712,26,20.000000
7183,55,20.000000
7183,55,20.000000
3636,1,12.000000
7183,55,0.000000
3636,1,12.000000
4486,4,0.000000
3636,1,41.000000
7183,55,30.000000
3636,1,22.000000
3636,1,23.000000
7183,55,40.000000
7712,26,10.000000
3636,1,52.000000
7183,55,20.000000
7712,26,10.000000
7183,54,30.000000
7183,54,30.000000
7712,26,10.000000
7712,26,63.000000
7183,54,50.000000
3636,1,54.000000
3636,1,57.000000
3636,1,0.000000
7183,54,10.000000
7712,27,0.000000
7712,27,70.000000
3636,1,65.000000
7183,54,50.000000
3636,1,58.000000
7183,54,40.000000
7712,27,40.000000
3649,1,21.000000
3636,1,75.000000
3636,1,42.000000
7712,27,40.000000
7183,54,30.000000
3649,1,0.000000
3636,1,77.000000
7712,27,22.000000
4486,4,60.000000
3636,1,13.000000
4486,4,90.000000
4486,4,90.000000
4486,4,90.000000
4486,4,90.000000
4486,4,90.000000
7712,27,83.000000
7183,54,50.000000
7183,54,40.000000
3636,1,40.000000
7712,27,31.000000
7183,54,40.000000
3636,1,0.000000
3636,1,12.000000
7712,27,0.000000
7183,54,20.000000
7712,27,31.000000
3649,1,0.000000
3636,1,20.000000
7183,54,30.000000
3636,1,66.000000
3636,1,66.000000
3636,1,27.000000
3636,1,11.000000
3636,1,23.000000
3636,1,0.000000
3636,1,12.000000
3636,1,72.000000
7183,54,40.000000
727,16,91.000000
7712,27,40.000000
3636,1,67.000000
7183,54,20.000000
7712,27,30.000000
3636,1,78.000000
7183,54,30.000000
7712,27,0.000000
3636,1,23.000000
7183,54,50.000000
