Timestamp,PID,Comm,Seq,State,Event_Type,Source_IP,Source_Port,Destination_IP,Destination_Port
2024-12-11 16:17:10.180003260,198157,python3,2482858320,ESTABLISHED,1,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,61208
2024-12-11 16:17:10.183003827,198157,python3,2069062916,ESTABLISHED,1,10.193.121.196,41648,44.206.71.62,443
