Timestamp,Source_IP,Source_Port,Destination_IP,Destination_Port,TGID,Comm,Delay_us
2024-12-11 16:17:02.511758567,10.193.121.196,42721,44.196.3.45,443,198160,python3,232062781
2024-12-11 16:17:02.528606754,10.193.121.196,41185,44.196.3.45,443,198161,python3,248961762
2024-12-11 16:17:02.535656911,10.193.121.196,45293,44.206.71.62,443,198158,python3,250201034
2024-12-11 16:17:02.556130728,10.193.121.196,48365,44.206.71.62,443,198159,python3,258769225
2024-12-11 16:17:02.611985034,10.193.121.196,51949,44.206.71.62,443,198162,python3,249421931
2024-12-11 16:17:02.613005423,10.193.121.196,46817,44.196.3.45,443,198164,python3,265704197
2024-12-11 16:17:02.622777326,10.193.121.196,52973,44.206.71.62,443,198163,python3,255045718
2024-12-11 16:17:02.630010090,10.193.121.196,48353,44.196.3.45,443,198166,python3,248282886
2024-12-11 16:17:02.637721199,10.193.121.196,49377,44.196.3.45,443,198167,python3,255964717
2024-12-11 16:17:02.642635515,10.193.121.196,55021,44.206.71.62,443,198165,python3,268461783
2024-12-11 16:17:07.216833571,10.193.121.196,38576,44.206.71.62,443,198161,python3,276909268
2024-12-11 16:17:07.454824044,10.193.121.196,41648,44.206.71.62,443,198159,python3,259237911
2024-12-11 16:17:07.629352549,10.193.121.196,43696,44.206.71.62,443,198162,python3,258993935
2024-12-11 16:17:07.852727404,10.193.121.196,38539,44.196.3.45,443,198167,python3,274713004
2024-12-11 16:17:38.831163501,10.193.121.196,56489,117.18.232.200,443,25011,Chrome_ChildIOT,73989482
2024-12-11 16:17:38.840353791,10.193.121.196,53929,117.18.232.200,443,25011,Chrome_ChildIOT,83217218
2024-12-11 16:17:38.942942075,10.193.121.196,58025,117.18.232.200,443,25011,Chrome_ChildIOT,73710488
2024-12-11 16:17:38.949665627,10.193.121.196,62121,117.18.232.200,443,25011,Chrome_ChildIOT,73598837
