Timestamp,PID,Comm,Source_IP,Source_Port,Destination_IP,Destination_Port,Sent_Bytes,Received_Bytes
2024-12-11 16:17:07,198157,python3,10.193.121.196,49377,44.196.3.45,47873,517648,5474
2024-12-11 16:17:07,198157,python3,10.193.121.196,41185,44.196.3.45,47873,464536,224379
2024-12-11 16:17:07,198157,python3,10.193.121.196,48365,44.206.71.62,47873,513775,237411
2024-12-11 16:17:08,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,1573512,5643
2024-12-11 16:17:08,198157,python3,10.193.121.196,51949,44.206.71.62,47873,513775,414677
2024-12-11 16:17:08,198157,python3,10.193.121.196,49377,44.196.3.45,47873,517648,224379
2024-12-11 16:17:08,198157,python3,10.193.121.196,52973,44.206.71.62,47873,452481,5474
2024-12-11 16:17:08,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,1714412,5643
2024-12-11 16:17:09,198157,python3,10.193.121.196,52973,44.206.71.62,47873,452481,310143
2024-12-11 16:17:09,198157,python3,10.193.121.196,38576,44.206.71.62,47873,181390,5469
2024-12-11 16:17:09,198157,python3,10.193.121.196,45293,44.206.71.62,47873,398884,5474
2024-12-11 16:17:09,198157,python3,10.193.121.196,55021,44.206.71.62,47873,513775,5474
2024-12-11 16:17:09,198157,python3,10.193.121.196,41648,44.206.71.62,47873,181390,5469
2024-12-11 16:17:09,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,1827410,5643
2024-12-11 16:17:09,198157,python3,10.193.121.196,43696,44.206.71.62,47873,164977,5469
2024-12-11 16:17:10,198157,python3,10.193.121.196,42721,44.196.3.45,47873,497362,5474
2024-12-11 16:17:10,198157,python3,10.193.121.196,38539,44.196.3.45,47873,132151,5469
2024-12-11 16:17:10,198157,python3,10.193.121.196,45293,44.206.71.62,47873,398884,407088
2024-12-11 16:17:10,198157,python3,10.193.121.196,55021,44.206.71.62,47873,513775,379053
2024-12-11 16:17:11,198157,python3,10.193.121.196,38576,44.206.71.62,47873,513775,5474
2024-12-11 16:17:11,198157,python3,10.193.121.196,41648,44.206.71.62,47873,443998,5469
2024-12-11 16:17:11,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,1924864,5643
2024-12-11 16:17:11,198157,python3,10.193.121.196,42721,44.196.3.45,47873,497362,410909
2024-12-11 16:17:11,198157,python3,10.193.121.196,46817,44.196.3.45,47873,513775,5474
2024-12-11 16:17:12,198157,python3,10.193.121.196,38576,44.206.71.62,47873,513775,424203
2024-12-11 16:17:12,198157,python3,10.193.121.196,43696,44.206.71.62,47873,513775,5474
2024-12-11 16:17:12,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2020888,5643
2024-12-11 16:17:12,198157,python3,10.193.121.196,46817,44.196.3.45,47873,513775,341667
2024-12-11 16:17:12,198157,python3,10.193.121.196,38539,44.196.3.45,47873,513775,5474
2024-12-11 16:17:12,198157,python3,10.193.121.196,43696,44.206.71.62,47873,513775,396691
2024-12-11 16:17:13,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2050929,5643
2024-12-11 16:17:13,198157,python3,10.193.121.196,38539,44.196.3.45,47873,513775,224117
2024-12-11 16:17:14,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2091591,5643
2024-12-11 16:17:15,198157,python3,10.193.121.196,41648,44.206.71.62,47873,513775,5474
2024-12-11 16:17:15,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2091713,5643
2024-12-11 16:17:16,198157,python3,10.193.121.196,41648,44.206.71.62,47873,513775,321395
2024-12-11 16:17:16,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2091832,5643
2024-12-11 16:17:17,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2106822,5643
2024-12-11 16:17:18,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107090,5643
2024-12-11 16:17:19,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107181,5643
2024-12-11 16:17:20,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107272,5643
2024-12-11 16:17:21,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107351,5643
2024-12-11 16:17:22,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107442,5643
2024-12-11 16:17:24,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107533,5643
2024-12-11 16:17:25,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107624,5643
2024-12-11 16:17:26,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107715,5643
2024-12-11 16:17:27,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107806,5643
2024-12-11 16:17:28,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107897,5643
2024-12-11 16:17:29,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2107988,5643
2024-12-11 16:17:30,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2108079,5643
2024-12-11 16:17:31,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2108153,5643
2024-12-11 16:17:32,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2108244,5643
2024-12-11 16:17:33,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2108335,5643
2024-12-11 16:17:34,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2214451,5643
2024-12-11 16:17:35,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2267825,5643
2024-12-11 16:17:36,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2267914,5643
2024-12-11 16:17:37,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2273577,8503
2024-12-11 16:17:38,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,2799948,11571
2024-12-11 16:17:39,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,3119987,14321
2024-12-11 16:17:41,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,3344567,14355
2024-12-11 16:17:42,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,3469124,14355
2024-12-11 16:17:43,193812,xrdp,::ffff:10.193.121.196,15629,::ffff:10.196.181.39,6383,3535872,14369
